,DL_2011,DL_2020,EXTPASSPORTBIO_2007,EXTPASSPORT_2003,INTPASSPORT_1997,INTPASSPORT_2011,SNILS_1996
NVIDIA GeForce RTX 3060 Laptop GPU,0.293,0.306,0.254,0.247,0.277,0.3,0.303
