,DL_2011,DL_2020,EXTPASSPORTBIO_2007,EXTPASSPORT_2003,INTPASSPORT_1997,INTPASSPORT_2011,SNILS_1996
NVIDIA GeForce RTX 3060 Laptop GPU,0.543,0.515,0.396,0.395,0.467,0.515,0.591
